 -89.000, -43.000, -43.000
 -89.000, -43.000, -42.000
 -89.000, -42.000, -42.000
 -89.000, -42.000, -41.000
 -89.000, -42.000, -40.000
 -89.000, -41.000, -41.000
 -89.000, -41.000, -40.000
 -89.000, -38.000, -33.000
 -89.000, -38.000, -32.000
 -89.000, -38.000, -31.000
 -89.000, -38.000, -30.000
 -89.000, -37.000, -33.000
 -89.000, -37.000, -32.000
 -89.000, -37.000, -31.000
 -89.000, -37.000, -30.000
 -89.000, -37.000, -29.000
 -89.000, -36.000, -33.000
 -89.000, -36.000, -32.000
 -89.000, -36.000, -31.000
 -89.000, -36.000, -30.000
 -89.000, -36.000, -29.000
 -89.000, -36.000, -28.000
 -89.000, -35.000, -32.000
 -89.000, -35.000, -31.000
 -89.000, -35.000, -30.000
 -89.000, -35.000, -29.000
 -89.000, -35.000, -28.000
 -89.000, -34.000, -32.000
 -89.000, -34.000, -31.000
 -89.000, -34.000, -30.000
 -89.000, -34.000, -29.000
 -89.000, -34.000, -28.000
 -89.000, -33.000, -31.000
 -89.000, -33.000, -30.000
 -89.000, -33.000, -29.000
 -89.000, -33.000, -28.000
 -88.000, -46.000, -56.000
 -88.000, -46.000, -55.000
 -88.000, -46.000, -54.000
 -88.000, -46.000, -53.000
 -88.000, -46.000, -52.000
 -88.000, -46.000, -51.000
 -88.000, -46.000, -50.000
 -88.000, -46.000, -49.000
 -88.000, -46.000, -48.000
 -88.000, -46.000, -47.000
 -88.000, -46.000, -46.000
 -88.000, -46.000, -45.000
 -88.000, -46.000, -44.000
 -88.000, -46.000, -43.000
 -88.000, -46.000, -42.000
 -88.000, -45.000, -57.000
 -88.000, -45.000, -56.000
 -88.000, -45.000, -55.000
 -88.000, -45.000, -54.000
 -88.000, -45.000, -53.000
 -88.000, -45.000, -52.000
 -88.000, -45.000, -51.000
 -88.000, -45.000, -50.000
 -88.000, -45.000, -49.000
 -88.000, -45.000, -48.000
 -88.000, -45.000, -47.000
 -88.000, -45.000, -46.000
 -88.000, -45.000, -45.000
 -88.000, -45.000, -44.000
 -88.000, -45.000, -43.000
 -88.000, -45.000, -42.000
 -88.000, -45.000, -41.000
 -88.000, -45.000, -40.000
 -88.000, -45.000, -39.000
 -88.000, -44.000, -57.000
 -88.000, -44.000, -56.000
 -88.000, -44.000, -55.000
 -88.000, -44.000, -54.000
 -88.000, -44.000, -53.000
 -88.000, -44.000, -52.000
 -88.000, -44.000, -51.000
 -88.000, -44.000, -50.000
 -88.000, -44.000, -49.000
 -88.000, -44.000, -48.000
 -88.000, -44.000, -47.000
 -88.000, -44.000, -46.000
 -88.000, -44.000, -45.000
 -88.000, -44.000, -44.000
 -88.000, -44.000, -43.000
 -88.000, -44.000, -42.000
 -88.000, -44.000, -41.000
 -88.000, -44.000, -40.000
 -88.000, -44.000, -39.000
 -88.000, -44.000, -38.000
 -88.000, -44.000, -37.000
 -88.000, -43.000, -53.000
 -88.000, -43.000, -52.000
 -88.000, -43.000, -51.000
 -88.000, -43.000, -50.000
 -88.000, -43.000, -49.000
 -88.000, -43.000, -48.000
 -88.000, -43.000, -47.000
 -88.000, -43.000, -46.000
 -88.000, -43.000, -45.000
 -88.000, -43.000, -44.000
 -88.000, -43.000, -41.000
 -88.000, -43.000, -40.000
 -88.000, -43.000, -39.000
 -88.000, -43.000, -38.000
 -88.000, -43.000, -37.000
 -88.000, -43.000, -36.000
 -88.000, -42.000, -49.000
 -88.000, -42.000, -48.000
 -88.000, -42.000, -47.000
 -88.000, -42.000, -46.000
 -88.000, -42.000, -45.000
 -88.000, -42.000, -44.000
 -88.000, -42.000, -43.000
 -88.000, -42.000, -39.000
 -88.000, -42.000, -38.000
 -88.000, -42.000, -37.000
 -88.000, -42.000, -36.000
 -88.000, -42.000, -35.000
 -88.000, -42.000, -34.000
 -88.000, -41.000, -46.000
 -88.000, -41.000, -45.000
 -88.000, -41.000, -44.000
 -88.000, -41.000, -43.000
 -88.000, -41.000, -42.000
 -88.000, -41.000, -39.000
 -88.000, -41.000, -38.000
 -88.000, -41.000, -37.000
 -88.000, -41.000, -36.000
 -88.000, -41.000, -35.000
 -88.000, -41.000, -34.000
 -88.000, -41.000, -33.000
 -88.000, -41.000, -32.000
 -88.000, -40.000, -44.000
 -88.000, -40.000, -43.000
 -88.000, -40.000, -42.000
 -88.000, -40.000, -41.000
 -88.000, -40.000, -40.000
 -88.000, -40.000, -39.000
 -88.000, -40.000, -38.000
 -88.000, -40.000, -37.000
 -88.000, -40.000, -36.000
 -88.000, -40.000, -35.000
 -88.000, -40.000, -34.000
 -88.000, -40.000, -33.000
 -88.000, -40.000, -32.000
 -88.000, -40.000, -31.000
 -88.000, -40.000, -30.000
 -88.000, -39.000, -42.000
 -88.000, -39.000, -41.000
 -88.000, -39.000, -40.000
 -88.000, -39.000, -39.000
 -88.000, -39.000, -38.000
 -88.000, -39.000, -37.000
 -88.000, -39.000, -36.000
 -88.000, -39.000, -35.000
 -88.000, -39.000, -34.000
 -88.000, -39.000, -33.000
 -88.000, -39.000, -32.000
 -88.000, -39.000, -31.000
 -88.000, -39.000, -30.000
 -88.000, -39.000, -29.000
 -88.000, -39.000, -28.000
 -88.000, -38.000, -40.000
 -88.000, -38.000, -39.000
 -88.000, -38.000, -38.000
 -88.000, -38.000, -37.000
 -88.000, -38.000, -36.000
 -88.000, -38.000, -35.000
 -88.000, -38.000, -34.000
 -88.000, -38.000, -29.000
 -88.000, -38.000, -28.000
 -88.000, -37.000, -38.000
 -88.000, -37.000, -37.000
 -88.000, -37.000, -36.000
 -88.000, -37.000, -35.000
 -88.000, -37.000, -34.000
 -88.000, -37.000, -28.000
 -88.000, -37.000, -27.000
 -88.000, -36.000, -37.000
 -88.000, -36.000, -36.000
 -88.000, -36.000, -35.000
 -88.000, -36.000, -34.000
 -88.000, -36.000, -27.000
 -88.000, -35.000, -36.000
 -88.000, -35.000, -35.000
 -88.000, -35.000, -34.000
 -88.000, -35.000, -33.000
 -88.000, -35.000, -27.000
 -88.000, -35.000, -26.000
 -88.000, -34.000, -34.000
 -88.000, -34.000, -33.000
 -88.000, -34.000, -27.000
 -88.000, -34.000, -26.000
 -88.000, -33.000, -33.000
 -88.000, -33.000, -32.000
 -88.000, -33.000, -27.000
 -88.000, -33.000, -26.000
 -88.000, -32.000, -32.000
 -88.000, -32.000, -31.000
 -88.000, -32.000, -30.000
 -88.000, -32.000, -29.000
 -88.000, -32.000, -28.000
 -88.000, -32.000, -27.000
 -88.000, -31.000, -31.000
 -88.000, -31.000, -30.000
 -88.000, -31.000, -29.000
 -88.000, -31.000, -28.000
 -88.000, -31.000, -27.000
 -88.000, -30.000, -29.000
 -87.000, -48.000, -57.000
 -87.000, -48.000, -56.000
 -87.000, -48.000, -55.000
 -87.000, -48.000, -54.000
 -87.000, -48.000, -53.000
 -87.000, -48.000, -52.000
 -87.000, -48.000, -51.000
 -87.000, -48.000, -50.000
 -87.000, -48.000, -49.000
 -87.000, -48.000, -48.000
 -87.000, -48.000, -47.000
 -87.000, -48.000, -46.000
 -87.000, -48.000, -45.000
 -87.000, -48.000, -44.000
 -87.000, -47.000, -60.000
 -87.000, -47.000, -59.000
 -87.000, -47.000, -58.000
 -87.000, -47.000, -57.000
 -87.000, -47.000, -56.000
 -87.000, -47.000, -55.000
 -87.000, -47.000, -54.000
 -87.000, -47.000, -53.000
 -87.000, -47.000, -52.000
 -87.000, -47.000, -51.000
 -87.000, -47.000, -50.000
 -87.000, -47.000, -49.000
 -87.000, -47.000, -48.000
 -87.000, -47.000, -47.000
 -87.000, -47.000, -46.000
 -87.000, -47.000, -45.000
 -87.000, -47.000, -44.000
 -87.000, -47.000, -43.000
 -87.000, -47.000, -42.000
 -87.000, -47.000, -41.000
 -87.000, -47.000, -40.000
 -87.000, -46.000, -61.000
 -87.000, -46.000, -60.000
 -87.000, -46.000, -59.000
 -87.000, -46.000, -58.000
 -87.000, -46.000, -57.000
 -87.000, -46.000, -41.000
 -87.000, -46.000, -40.000
 -87.000, -46.000, -39.000
 -87.000, -46.000, -38.000
 -87.000, -45.000, -62.000
 -87.000, -45.000, -61.000
 -87.000, -45.000, -60.000
 -87.000, -45.000, -59.000
 -87.000, -45.000, -58.000
 -87.000, -45.000, -38.000
 -87.000, -45.000, -37.000
 -87.000, -45.000, -36.000
 -87.000, -44.000, -62.000
 -87.000, -44.000, -61.000
 -87.000, -44.000, -60.000
 -87.000, -44.000, -59.000
 -87.000, -44.000, -58.000
 -87.000, -44.000, -36.000
 -87.000, -44.000, -35.000
 -87.000, -44.000, -34.000
 -87.000, -43.000, -61.000
 -87.000, -43.000, -60.000
 -87.000, -43.000, -59.000
 -87.000, -43.000, -58.000
 -87.000, -43.000, -57.000
 -87.000, -43.000, -56.000
 -87.000, -43.000, -55.000
 -87.000, -43.000, -54.000
 -87.000, -43.000, -35.000
 -87.000, -43.000, -34.000
 -87.000, -43.000, -33.000
 -87.000, -43.000, -32.000
 -87.000, -42.000, -60.000
 -87.000, -42.000, -59.000
 -87.000, -42.000, -58.000
 -87.000, -42.000, -57.000
 -87.000, -42.000, -56.000
 -87.000, -42.000, -55.000
 -87.000, -42.000, -54.000
 -87.000, -42.000, -53.000
 -87.000, -42.000, -52.000
 -87.000, -42.000, -51.000
 -87.000, -42.000, -50.000
 -87.000, -42.000, -33.000
 -87.000, -42.000, -32.000
 -87.000, -42.000, -31.000
 -87.000, -42.000, -30.000
 -87.000, -41.000, -50.000
 -87.000, -41.000, -49.000
 -87.000, -41.000, -48.000
 -87.000, -41.000, -47.000
 -87.000, -41.000, -31.000
 -87.000, -41.000, -30.000
 -87.000, -41.000, -29.000
 -87.000, -40.000, -47.000
 -87.000, -40.000, -46.000
 -87.000, -40.000, -45.000
 -87.000, -40.000, -29.000
 -87.000, -40.000, -28.000
 -87.000, -39.000, -44.000
 -87.000, -39.000, -43.000
 -87.000, -39.000, -27.000
 -87.000, -38.000, -43.000
 -87.000, -38.000, -42.000
 -87.000, -38.000, -41.000
 -87.000, -38.000, -27.000
 -87.000, -37.000, -41.000
 -87.000, -37.000, -40.000
 -87.000, -37.000, -39.000
 -87.000, -37.000, -26.000
 -87.000, -36.000, -40.000
 -87.000, -36.000, -39.000
 -87.000, -36.000, -38.000
 -87.000, -36.000, -26.000
 -87.000, -35.000, -38.000
 -87.000, -35.000, -37.000
 -87.000, -35.000, -25.000
 -87.000, -34.000, -37.000
